site,collection_date,YYYYMMDD,quadrat,plant,rhi_length,node1,node2,node3,node4,node5,leaf_length1,leaf_length2,leaf_length3,leaf_length4,leaf_length5,leaf_length6,leaf_length7,leaf_length8,leaf_length9,leaf_length10,leaf_width1,leaf_width2,leaf_width3,leaf_width4,leaf_width5,leaf_width6,leaf_width7,leaf_width8,leaf_width9,leaf_width10,eff_leaf_area1,eff_leaf_area2,eff_leaf_area3,eff_leaf_area4,eff_leaf_area5,eff_leaf_area6,eff_leaf_area7,eff_leaf_area8,eff_leaf_area9,eff_leaf_area10,tot_leaf_area_cmsq,pad_mass_g,pad_epihpyte_mass_g,epiphyte_mass_g,epi_mg_shoot_g,epi_mg_shoot_sqcm,rhi_mass_fw,rhi_foil,rhi_foil_dw_g,rhi_dw_g,root_per_moisture,shoot_mass_fw,shoot_foil,shoot_foil_dw,shoot_dw,shoot_per_moisture,xs_shoot_mass_fw,xs_shoot_foil,xs_shoot_foil_dw,xs_shoot_mass,xs_pad_mass_g,xs_epiphyte_pad_mass_g,xs_epiphyte_mass_g,iso_count,iso_fw,iso_foil,iso_foil_dw,iso_dw,gamm_amph_count,gamm_amph_fw,gamm_amph_foil,gamm_amph_foil_dw,gamm_amph_dw,caprel_count,caprel_fw,caprel_foil,caprel_foil_dw,caprel_dw,limpet_count,limpet_fw,limpet_foil,limpet_foil_dw,limpet_dw,gastropod_count,gastropod_fw,gastropod_foil,gastropod_foil_dw,gastropod_dw,crab_count,crab_fw,crab_foil,crab_foil_dw,crab_dw,polychaete_count,other_animal_notes,notes
2017_H_01,29/4/17,20170429,3,4,5.0,0.8,0.4,0.3,0.3,0.2,26.2,9.6,19.2,21.5,15.5,,,,,,0.2,0.3,0.3,0.3,0.3,,,,,,10.48,5.76,11.52,12.9,9.3,0,0,0,0,0,49.96,0.5508,0.65,0.0992,,1.985588471,0.3248,0.4473,0.4828,0.0355,89.07019704,0.3689,0.5764,0.6331,0.0567,84.62998102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_01,29/4/17,20170429,3,5,2.0,0.1,0.1,0.1,0.2,0.1,8.9,8.1,7,,,,,,,,0.2,0.2,0.2,,,,,,,,3.56,3.24,2.8,0,0,0,0,0,0,0,9.6,0.5466,0.5557,0.0091,,0.947916667,0.0548,0.515,0.5224,0.0074,86.49635036,0.0432,0.692,0.6992,0.0072,83.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_01,29/4/17,20170429,4,1,4.7,0.6,0.3,0.3,0.2,0.2,14.2,7.5,15.4,16.7,4.9,,,,,,0.3,0.3,0.2,0.2,0.2,,,,,,8.52,4.5,6.16,6.68,1.96,0,0,0,0,0,27.82,0.5799,0.5856,0.0057,,0.204888569,0.2116,0.3886,0.4176,0.029,86.29489603,0.1886,0.7506,0.7821,0.0315,83.29798515,2.9363,0.9831,1.2813,0.2982,,,,,,,,0,10,0.0232,0.3637,0.3668,0.0031,,,,,0,,,,,0,,,,,0,,,,,,4,,"2 barnacels, 1 mussel"
2017_H_01,29/4/17,20170429,4,2,3.4,0.4,0.2,0.3,0.3,0.1,16.1,6.3,10.6,13.3,12.1,,,,,,0.3,0.2,0.2,0.2,0.2,,,,,,9.66,2.52,4.24,5.32,4.84,0,0,0,0,0,26.58,0.5658,0.5714,0.0056,,0.210684725,0.1841,0.3924,0.4099,0.0175,90.49429658,0.1634,0.6648,0.6896,0.0248,84.82252142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_01,29/4/17,20170429,4,3,3.1,0.3,0.2,0.1,0.3,0.2,4.1,16.8,7,12.2,15.5,11.9,,,,,0.2,0.2,0.2,0.2,0.2,0.2,,,,,1.64,6.72,2.8,4.88,6.2,4.76,0,0,0,0,27,0.5663,0.571,0.0047,,0.174074074,0.1562,0.5253,0.5521,0.0268,82.8425096,0.1791,0.6751,0.7034,0.0283,84.19877164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_01,29/4/17,20170429,4,4,5.0,0.4,0.5,0.2,0.3,0.2,18.5,25.7,21,10.5,5.1,26.2,,,,,0.2,0.2,0.3,0.3,0.2,0.3,,,,,7.4,10.28,12.6,6.3,2.04,15.72,0,0,0,0,54.34,0.4756,0.4806,0.005,,0.09201325,0.3899,0.4661,0.5142,0.0481,87.66350346,0.4021,0.6273,0.6891,0.0618,84.63068888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_01,29/4/17,20170429,4,5,4.9,0.5,0.4,0.4,0.3,0.2,26.7,18.6,10.3,17.4,20.5,,,,,,0.3,0.2,0.3,0.3,0.2,,,,,,16.02,7.44,6.18,10.44,8.2,0,0,0,0,0,48.28,0.5285,0.5355,0.007,,0.144987572,0.25,0.4134,0.4409,0.0275,89,0.3991,0.7234,0.7792,0.0558,86.01854172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_01,29/4/17,20170429,5,1,5.0,0.6,0.6,0.5,0.4,0.3,29.2,25,21.1,17.1,10.5,,,,,,0.3,0.3,0.3,0.2,0.3,,,,,,17.52,15,12.66,6.84,6.3,0,0,0,0,0,58.32,0.5564,0.5627,0.0063,,0.108024691,0.3108,0.4967,0.5393,0.0426,86.29343629,0.3808,0.6503,0.71,0.0597,84.32247899,0.9561,0.9836,1.1145,0.1309,,,,,,,,0,9,0.0245,0.5711,0.5735,0.0024,,,,,0,1,0.0038,0.7537,0.7538,1E-04,,,,,0,,,,,,2,,
2017_H_01,29/4/17,20170429,5,2,5.0,0.6,1,0.8,0.6,0.6,27,24.9,12.9,24.3,23.1,5.5,,,,,0.3,0.4,0.4,0.4,0.2,0.3,,,,,16.2,19.92,10.32,19.44,9.24,3.3,0,0,0,0,78.42,0.5318,0.5388,0.007,,0.089262943,0.4017,0.3827,0.4356,0.0529,86.83096838,0.5666,0.7302,0.8117,0.0815,85.61595482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_01,29/4/17,20170429,5,3,4.1,0.5,0.4,0.2,0.1,0.1,19.9,16.1,13.9,,,,,,,,0.2,0.2,0.2,,,,,,,,7.96,6.44,5.56,0,0,0,0,0,0,0,19.96,0.5156,0.5214,0.0058,,0.290581162,0.2006,0.307,0.3321,0.0251,87.48753739,0.1513,0.6268,0.6483,0.0215,85.78982155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_01,29/4/17,20170429,5,4,5.0,0.5,1.1,0.9,0.04,0.3,29.5,10.4,25.4,21.6,30.6,,,,,,0.4,0.4,0.3,0.4,0.4,,,,,,23.6,8.32,15.24,17.28,24.48,0,0,0,0,0,88.92,0.5764,0.5837,0.0073,,0.082096266,0.3726,0.3385,0.3955,0.057,84.7020934,0.4556,0.9255,0.9998,0.0743,83.69183494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_01,29/4/17,20170429,5,5,5.0,0.5,0.5,0.2,0.3,0.2,11,13,19.1,4.2,8.8,16,,,,,0.2,0.2,0.3,0.2,0.2,0.2,,,,,4.4,5.2,11.46,1.68,3.52,6.4,0,0,0,0,32.66,0.5387,0.5441,0.0054,,0.165339865,0.3574,0.3918,0.4488,0.057,84.05148293,0.2459,0.6891,0.7273,0.0382,84.46522977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_01,29/4/17,20170429,6,1,4.5,0.5,0.4,0.4,0.2,0.2,21.2,15,15.5,10.3,19.6,,,,,,0.2,0.2,0.3,0.3,0.3,,,,,,8.48,6,9.3,6.18,11.76,0,0,0,0,0,41.72,0.5299,0.5386,0.0087,,0.208533078,0.318,0.4774,0.5071,0.0297,90.66037736,0.3326,0.5918,0.6372,0.0454,86.34996993,1.0927,1.1085,1.233,0.1245,,,,,,,,0,9,0.146,0.6321,0.634,0.0019,1,0.0047,0.6816,0.6831,0.0015,,,,,0,,,,,0,,,,,,4,,
2017_H_01,29/4/17,20170429,6,2,5.0,0.9,0.8,0.6,0.4,0.3,24.2,21.1,4.2,12.6,25,21.1,,,,,0.3,0.4,0.3,0.4,0.3,0.2,,,,,14.52,16.88,2.52,10.08,15,8.44,0,0,0,0,67.44,0.524,0.5307,0.0067,,0.099347568,0.6342,0.4201,0.5028,0.0827,86.95994954,0.5209,0.636,0.7083,0.0723,86.12017662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_01,29/4/17,20170429,6,3,3.6,0.5,0.5,0.4,0.2,0.2,27.2,22.6,11.2,28,20.3,,,,,,0.3,0.3,0.3,0.3,0.3,,,,,,16.32,13.56,6.72,16.8,12.18,0,0,0,0,0,65.58,0.5459,0.555,0.0091,,0.138761818,0.3379,0.4056,0.4399,0.0343,89.84906777,0.5104,0.5616,0.635,0.0734,85.61912226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_01,29/4/17,20170429,6,4,1.5,0.3,0.5,0.2,0.3,,12.6,19.9,13,6,16.5,12.5,,,,,0.2,0.3,0.2,0.3,3,0.2,,,,,5.04,11.94,5.2,3.6,99,5,0,0,0,0,129.78,0.487,0.4924,0.0054,,0.041608877,0.118,0.4884,0.5055,0.0171,85.50847458,0.2837,0.6143,0.6537,0.0394,86.11209024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_01,29/4/17,20170429,6,5,4.9,1,0.6,0.3,0.2,0.2,13.1,18.7,7.7,29.1,18.1,7.5,24,21.5,,,0.3,0.2,0.2,0.4,0.4,0.3,0.3,0.3,,,7.86,7.48,3.08,23.28,14.48,4.5,14.4,12.9,0,0,87.98,0.6302,0.6407,0.0105,,0.119345306,0.4415,0.5184,0.5595,0.0411,90.69082673,0.6256,0.672,0.7593,0.0873,86.04539642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_01,29/4/17,20170429,7,1,4.6,0.5,0.3,0.3,0.2,0.3,18.8,14.6,13.9,11.6,12.1,,,,,,0.2,0.3,0.3,0.2,0.2,,,,,,7.52,8.76,8.34,4.64,4.84,0,0,0,0,0,34.1,0.5232,0.5309,0.0077,,0.225806452,0.2676,0.5901,0.6226,0.0325,87.85500747,0.2809,0.8261,0.8662,0.0401,85.7244571,1.4632,1.1274,1.3107,0.1833,,,,,,,,0,13,0.03,0.5423,0.5453,0.003,,,,,0,,,,,0,,,,,0,,,,,,2,,
2017_H_01,29/4/17,20170429,7,2,4.7,0.5,0.2,0.2,0.1,0.1,13.5,8.2,10.4,13.8,,,,,,,0.2,0.2,0.2,0.2,,,,,,,5.4,3.28,4.16,5.52,0,0,0,0,0,0,18.36,0.6011,0.6096,0.0085,,0.462962963,0.1452,0.548,0.565,0.017,88.29201102,0.1198,0.6084,0.6265,0.0181,84.89148581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_01,29/4/17,20170429,7,3,4.6,0.5,0.4,0.3,0.2,0.2,15.9,18.2,6.7,12,16.9,4.6,13,5.9,,,0.2,0.3,0.2,0.2,0.3,0.2,0.2,0.2,,,6.36,10.92,2.68,4.8,10.14,1.84,5.2,2.36,0,0,44.3,0.6034,0.6117,0.0083,,0.187358916,0.276,0.5876,0.6185,0.0309,88.80434783,0.3245,0.5311,0.5803,0.0492,84.83821263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_01,29/4/17,20170429,7,4,5.0,0.6,0.6,0.4,0.3,0.1,17.3,25,12.7,20.2,21.5,3.9,,,,,0.3,0.4,0.4,0.4,0.3,0.3,,,,,10.38,20,10.16,16.16,12.9,2.34,0,0,0,0,71.94,0.5625,0.5706,0.0081,,0.112593828,0.3068,0.5792,0.6189,0.0397,87.05997392,0.444,0.5738,0.6408,0.067,84.90990991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_01,29/4/17,20170429,7,5,5.0,0.9,0.5,0.5,0.4,0.3,21.4,6.8,19.9,11.4,23.3,,,,,,0.4,0.2,0.4,0.4,0.4,,,,,,17.12,2.72,15.92,9.12,18.64,0,0,0,0,0,63.52,0.5463,0.5555,0.0092,,0.144836272,0.6455,0.6051,0.6777,0.0726,88.75290473,0.4673,0.6536,0.7131,0.0595,87.26728012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_01,29/4/17,20170429,8,1,4.5,0.4,0.5,0.3,0.2,0.2,15.6,20.3,15.6,8.1,4.8,18.4,13,9.6,6.8,,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,,6.24,12.18,9.36,3.24,1.92,7.36,5.2,3.84,2.72,0,52.06,0.5459,0.5549,0.009,,0.172877449,0.5456,0.4116,0.4989,0.0873,83.99926686,0.3757,0.5986,0.6637,0.0651,82.67234496,0.7293,1.1926,1.2953,0.1027,,,,,,,,0,1,0.0012,0.6175,0.6177,0.0002,,,,,0,,,,,0,,,,,0,,,,,,4,,
2017_H_01,29/4/17,20170429,8,2,2.6,0.2,0.2,0.2,0.2,0.7,7.1,7,4.3,,,,,,,,0.1,0.1,0.1,,,,,,,,1.42,1.4,0.86,0,0,0,0,0,0,0,3.68,0.5526,0.5605,0.0079,,2.14673913,0.1046,0.4885,0.5034,0.0149,85.75525813,0.0293,0.5008,0.505,0.0042,85.66552901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_01,29/4/17,20170429,8,3,5.0,0.6,0.2,0.2,0.2,0.2,17.4,18.3,11.5,5.2,15.8,,,,,,0.2,0.2,0.2,0.2,0.2,,,,,,6.96,7.32,4.6,2.08,6.32,0,0,0,0,0,27.28,0.5662,0.5749,0.0087,,0.318914956,0.2469,0.4215,0.4611,0.0396,83.96111786,0.2143,0.6183,0.6487,0.0304,85.81427905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_01,29/4/17,20170429,8,4,3.2,0.6,0.4,0.4,0.2,0.2,15.5,7.7,23.4,13.5,3.1,20.7,17.2,,,,0.2,0.2,0.3,0.3,0.3,0.2,0.2,,,,6.2,3.08,14.04,8.1,1.86,8.28,6.88,0,0,0,48.44,0.5636,0.5714,0.0078,,0.161023947,0.2758,0.5174,0.5529,0.0355,87.12835388,0.3755,0.7856,0.8371,0.0515,86.2849534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_01,29/4/17,20170429,8,5,3.1,0.5,0.5,0.5,0.5,0.4,16.2,20.4,10,2.9,16.4,17.1,,,,,0.2,0.3,0.3,0.2,0.3,0.2,,,,,6.48,12.24,6,1.16,9.84,6.84,0,0,0,0,42.56,0.5698,0.5798,0.01,,0.234962406,0.3739,0.4647,0.5163,0.0516,86.19951859,0.3103,0.9167,0.9698,0.0531,82.8875282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014_L_02,29/4/17,20170429,1,1,5.0,1.8,1.5,1.1,0.6,,42.4,40.2,15.7,33.2,7.1,43.4,38.4,,,,0.4,0.5,0.5,0.5,0.4,0.4,0.4,,,,33.92,40.2,15.7,33.2,5.68,34.72,30.72,0,0,0,194.14,0.6532,0.6681,0.0149,,0.076748738,1.187,0.8743,1.029,0.1547,86.96714406,1.7605,1.2718,1.5444,0.2726,84.51576257,10.9598,1.6558,3.1079,1.4521,,,,2,0.1128,0.3752,0.413,0.0378,,,,,0,1,0.0173,0.396,0.397,0.001,3,0.0154,0.3732,0.3767,0.0035,,,,,0,,,,,,5,,
2014_L_02,29/4/17,20170429,1,2,3.3,0.6,0.9,0.6,0.5,0.5,16.4,25.4,15.8,15.3,21.1,4.1,23.7,5.3,,,0.3,0.3,0.4,0.4,0.4,0.3,0.4,0.4,,,9.84,15.24,12.64,12.24,16.88,2.46,18.96,4.24,0,0,92.5,0.7615,0.7666,0.0051,,0.055135135,0.5909,0.8484,0.926,0.0776,86.86749027,0.8602,1.209,1.3535,0.1445,83.20158103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014_L_02,29/4/17,20170429,1,3,5.0,1.1,1.1,0.7,0.7,0.7,25.7,27.2,13.5,24.7,29.4,3.4,,,,,0.3,0.4,0.4,0.4,0.4,0.1,,,,,15.42,21.76,10.8,19.76,23.52,0.68,0,0,0,0,91.94,0.7363,0.7409,0.0046,,0.05003263,0.9415,0.962,1.0944,0.1324,85.93733404,0.8732,1.3144,1.4494,0.135,84.53962437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014_L_02,29/4/17,20170429,1,4,3.0,0.2,1,0.6,0.4,0.3,23.7,26.2,3.1,14.8,25.6,24.7,,,,,0.3,0.4,0.3,0.4,0.4,0.4,,,,,14.22,20.96,1.86,11.84,20.48,19.76,0,0,0,0,89.12,0.6625,0.6682,0.0057,,0.063958707,0.7979,0.9574,1.0504,0.093,88.34440406,0.678,1.2024,1.3096,0.1072,84.18879056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014_L_02,29/4/17,20170429,1,5,3.1,0.9,0.7,0.4,0.3,0.3,25.8,18.7,8.8,27.3,24.6,,,,,,0.4,0.4,0.3,0.4,0.4,,,,,,20.64,14.96,5.28,21.84,19.68,0,0,0,0,0,82.4,0.748,0.7525,0.0045,,0.05461165,0.5809,1.1314,1.2074,0.076,86.91685316,0.648,1.1932,1.3153,0.1221,81.15740741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014_L_02,29/4/17,20170429,2,1,4.1,0.7,1.3,0.8,0.4,0.4,2.3,27.6,24.5,8,28.6,22.2,,,,,0.2,0.3,0.3,0.3,0.4,0.4,,,,,0.92,16.56,14.7,4.8,22.88,17.76,0,0,0,0,77.62,0.6878,0.6889,0.0011,,0.014171605,0.3576,1.1071,1.1689,0.0618,82.71812081,0.4809,1.2338,1.3454,0.1116,76.79351216,3.4432,1.4064,2.0851,0.6787,,,,2,0.1679,0.447,0.5128,0.0658,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,3,,
2014_L_02,29/4/17,20170429,2,2,5.0,0.5,1.5,0.9,0.5,0.6,7.1,19.7,31.4,31.6,29.2,,,,,,0.3,0.3,0.3,0.3,0.3,,,,,,4.26,11.82,18.84,18.96,17.52,0,0,0,0,0,71.4,0.6699,0.6707,0.0008,,0.011204482,0.4245,1.1225,1.1916,0.0691,83.72202591,0.3743,1.1996,1.3099,0.1103,70.5316591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014_L_02,29/4/17,20170429,2,3,5.0,0.8,1.1,0.7,0.7,0.7,8.6,21.9,33.4,29.8,30.8,,,,,,0.3,0.3,0.3,0.3,0.3,,,,,,5.16,13.14,20.04,17.88,18.48,0,0,0,0,0,74.7,0.714,0.7158,0.0018,,0.024096386,0.4944,1.1019,1.1855,0.0836,83.09061489,0.4242,1.196,1.3034,0.1074,74.68175389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014_L_02,29/4/17,20170429,2,4,3.4,0.9,0.6,0.3,0.4,0.2,5.9,18.1,26,24.7,5.6,20,17.6,,,,0.3,0.3,0.3,0.3,0.2,0.2,0.2,,,,3.54,10.86,15.6,14.82,2.24,8,7.04,0,0,0,62.1,0.7125,0.7128,0.0003,,0.004830918,0.4289,1.137,1.204,0.067,84.37864304,0.3901,1.2181,1.3141,0.096,75.3909254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014_L_02,29/4/17,20170429,2,5,5.0,1,2.5,,,,2.7,4.6,11.3,27.1,23.8,24.9,16,20.5,,,0.3,0.2,0.4,0.4,0.4,0.3,0.3,0.4,,,1.62,1.84,9.04,21.68,19.04,14.94,9.6,16.4,0,0,94.16,0.7106,0.7119,0.0013,,0.013806287,0.4152,1.1638,1.2178,0.054,86.99421965,0.5213,1.2944,1.4347,0.1403,73.08651448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014_L_02,29/4/17,20170429,3,1,4.6,0.5,1.5,0.9,0.8,0.6,24.2,33,6.4,19,31.2,6.1,35.6,,,,0.3,0.4,0.4,0.4,0.4,0.3,0.4,,,,14.52,26.4,5.12,15.2,24.96,3.66,28.48,0,0,0,118.34,0.6294,0.6309,0.0015,,0.012675342,1.0886,0.9176,1.0563,0.1387,87.2588646,1.1584,1.2819,1.4682,0.1863,83.91747238,7.0592,1.5445,2.4833,0.9388,,,,,,,,,,,,,0,,,,,0,2,0.0126,0.4846,0.4873,0.0027,,,,,0,,,,,,3,,
2014_L_02,29/4/17,20170429,3,2,4.3,0.2,0.8,0.7,0.7,0.5,25.7,10.8,20.9,33.9,,,,,,,0.4,0.4,0.5,0.5,,,,,,,20.56,8.64,20.9,33.9,0,0,0,0,0,0,84,0.7539,0.7576,0.0037,,0.044047619,0.8076,0.9838,1.0866,0.1028,87.2709262,0.6516,1.1939,1.2946,0.1007,84.54573358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014_L_02,29/4/17,20170429,3,3,5.0,0.9,1.2,0.7,0.7,0.7,30,24.7,9.4,202,31.2,,,,,,0.4,0.4,0.4,0.4,0.4,,,,,,24,19.76,7.52,161.6,24.96,0,0,0,0,0,237.84,0.6954,0.6976,0.0022,,0.009249916,1.0428,0.7376,0.9256,0.188,81.97161488,0.9039,1.1151,1.2625,0.1474,83.69288638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014_L_02,29/4/17,20170429,3,4,5.0,1.7,1.9,1,,,24.8,21.5,11.8,21.3,25.3,25.5,,,,,0.4,0.4,0.5,0.3,0.5,0.4,,,,,19.84,17.2,11.8,12.78,25.3,20.4,0,0,0,0,107.32,0.6732,0.6745,0.0013,,0.012113306,0.6125,0.8615,0.9383,0.0768,87.46122449,0.9096,1.2479,1.3833,0.1354,85.11433597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014_L_02,29/4/17,20170429,3,5,2.4,0.8,0.6,0.2,0.3,0.3,17.5,11.2,18.5,17.9,,,,,,,0.3,0.3,0.3,0.3,,,,,,,10.5,6.72,11.1,10.74,0,0,0,0,0,0,39.06,0.7569,0.758,0.0011,,0.028161802,0.3019,0.7966,0.8398,0.0432,85.69062604,0.3731,1.3635,1.4261,0.0626,83.22165639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014_L_02,29/4/17,20170429,4,1,5.0,0.6,1.1,1,0.5,0.5,18,12.2,17.7,18.9,,,,,,,0.3,0.4,0.4,0.3,,,,,,,10.8,9.76,14.16,11.34,0,0,0,0,0,0,46.06,0.6474,0.6485,0.0011,,0.023881893,0.6774,0.8389,0.9499,0.111,83.61381754,0.3828,1.296,1.3746,0.0786,79.46708464,3.4621,1.7456,2.2595,0.5139,,,,1,0.0163,0.4375,0.4422,0.0047,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,2,,
2014_L_02,29/4/17,20170429,4,2,5.0,0.5,1,0.7,0.6,0.7,20.9,18.1,5,10.2,20.6,,,,,,0.3,0.3,0.3,0.4,0.3,,,,,,12.54,10.86,3,8.16,12.36,0,0,0,0,0,46.92,0.7323,0.7331,0.0008,,0.017050298,0.7307,0.8908,0.9991,0.1083,85.17859587,0.3394,1.4318,1.4931,0.0613,81.93871538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014_L_02,29/4/17,20170429,4,3,5.0,1,1.7,1.3,1,,21.1,17.3,6.9,15.4,22.1,,,,,,0.3,0.3,0.4,0.3,0.3,,,,,,12.66,10.38,5.52,9.24,13.26,0,0,0,0,0,51.06,0.6649,0.6667,0.0018,,0.035252644,0.5938,0.853,0.9332,0.0802,86.49376895,0.5053,1.2752,1.3701,0.0949,81.21907778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014_L_02,29/4/17,20170429,4,4,5.0,0.5,1.3,1.3,0.7,0.5,21.6,19,5.6,14.6,22.8,,,,,,0.3,0.3,0.4,0.3,0.3,,,,,,12.96,11.4,4.48,8.76,13.68,0,0,0,0,0,51.28,0.6128,0.6129,1E-04,,0.001950078,0.6309,0.8744,0.9655,0.0911,85.56031067,0.4586,1.2475,1.3278,0.0803,82.49018753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014_L_02,29/4/17,20170429,4,5,5.0,0.4,0.6,0.3,0.1,0.1,14.4,12.2,8,12.4,16.9,,,,,,0.3,0.2,0.2,0.2,0.3,,,,,,8.64,4.88,3.2,4.96,10.14,0,0,0,0,0,31.82,0.6097,0.6107,0.001,,0.031426776,0.4895,0.8331,0.8952,0.0621,87.31358529,0.2343,1.3163,1.3588,0.0425,81.86086214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014_L_02,29/4/17,20170429,5,1,4.1,1.2,0.9,0.5,0.3,0.2,20.4,20.5,27.1,5.1,16.9,29.8,,,,,0.3,0.3,0.3,0.3,0.3,0.3,,,,,12.24,12.3,16.26,3.06,10.14,17.88,0,0,0,0,71.88,0.6725,0.6752,0.0027,,0.037562604,0.4262,0.8965,0.9832,0.0867,79.65743782,0.5128,1.3878,1.4911,0.1033,79.85569423,4.4036,1.7525,2.3984,0.6459,,,,,,,,0,,,,,0,1,0.0003,0.4155,0.4156,0.0001,,,,,0,2,0.0011,0.5255,0.526,0.0005,,,,,,4,,"2 bivales, 1 brittle star"
2014_L_02,29/4/17,20170429,5,2,5.0,0.8,1.6,1.3,1.4,,31.2,26.4,9.7,19.3,30,,,,,,0.4,0.4,0.4,0.4,0.4,,,,,,24.96,21.12,7.76,15.44,24,0,0,0,0,0,93.28,0.7098,0.7147,0.0049,,0.052530017,0.8243,0.8696,1.0128,0.1432,82.6276841,0.7687,1.4696,1.6044,0.1348,82.46390009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014_L_02,29/4/17,20170429,5,3,5.0,1.5,1.9,1.1,,,28.8,24,13.2,30.9,7.2,27.7,2.7,,,,0.3,0.4,0.3,0.3,0.2,0.3,0.3,,,,17.28,19.2,7.92,18.54,2.88,16.62,1.62,0,0,0,84.06,0.674,0.6758,0.0018,,0.021413276,0.4424,1.0959,1.2003,0.1044,76.40144665,0.6479,1.307,1.42,0.113,82.55903689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014_L_02,29/4/17,20170429,5,4,5.0,1.1,1.1,1,0.8,0.5,26.6,28.9,28.1,12.6,25,,,,,,0.3,0.3,0.3,0.3,0.3,,,,,,15.96,17.34,16.86,7.56,15,0,0,0,0,0,72.72,0.6632,0.666,0.0028,,0.03850385,0.436,0.9134,0.9857,0.0723,83.41743119,0.4863,1.4023,1.5105,0.1082,77.75035986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014_L_02,29/4/17,20170429,5,5,3.0,0.2,0.5,0.3,0.3,0.3,16.6,19.2,20,9.2,,,,,,,0.2,0.2,0.2,0.2,,,,,,,6.64,7.68,8,3.68,0,0,0,0,0,0,26,0.5823,0.5828,0.0005,,0.019230769,0.2754,0.8528,0.9008,0.048,82.5708061,0.2458,1.5469,1.5963,0.0494,79.90235964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
